Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
DUSTY P,GBR3213L,41134,30/03/2015,2015,1.08,E,,,1.06,10,186,12.24,3.89,2.48,Multiple,2008,2013,101,35,43,130,A,Yes
NIGHT AND DAY,FRA38895,41135,24/03/2015,2015,1.009,,,,0.989,7,180,9.99,3.39,1.98,Multiple,2010,2013,216,25,39,136,A,Yes
LILLY FLY,ITA,41139,16/01/2015,2015,1.012,,,,1.008,11,181,12.83,3.99,1.8,Multiple,2004,2008,220,40,0,0,0,Yes
ROXSTAR,GBR8038R,41143,02/03/2015,2015,1.079,E,,,1.055,9,192,11.58,3.68,2.4,Multiple,2011,2012,114,33,46,144,A,Yes
ZAP,RSA030,41147,12/06/2014,2014,0.957,E,,,0.946,8,196,10.53,3.32,1.87,Multiple,1986,1987,409,30,0,0,0,Yes
ARIEL,GBR9096T,41149,20/02/2015,2015,0.98,,,,0.965,8,175,10.21,3.2,1.9,Single,2001,2005,110,30,0,0,0,Yes
KAAMAK,TUR4206,41152,26/01/2015,2015,0.89,E,,,0.881,8,242,10.95,3.7,1.43,Single,1999,2003,240,39,0,0,0,Yes
JAWESOME III,260,41153,17/03/2015,2015,0.959,E,,,0.933,5,146,6.92,2.25,1.45,Single,2012,2013,118,9,0,0,0,Yes
EASY,GBR302,41160,31/03/2015,2015,1.059,,,,1.032,7,125,9.43,3.08,2.15,Multiple,1995,1997,214,16,27,132,B,Yes
ORION,USA12282,41165,10/02/2015,2015,1.092,E,,,1.07,10,167,12.19,3.64,2.21,Multiple,2006,2013,121,30,41,129,A,Yes
JUNIPER,GBR8147R,41177,14/04/2015,2015,1.06,,,,1.052,10,171,12.2,3.95,2.25,Single+H/W Jib,2011,2011,117,35,0,0,0,Yes
JUST ICE,TUR,41180,04/02/2015,2015,0.961,,,,0.949,10,219,11.98,4.2,2.1,Single,2013,2013,240,43,0,0,0,Yes
LILY,FRA37835,41182,19/03/2015,2015,1.017,,,,1,8,201,10.67,3.64,2.2,Multiple,2009,2010,216,31,38,137,A,Yes
MATAF,FRA43544,41186,27/03/2015,2015,1.031,,,,1.007,8,202,10.15,3.32,2.1,Multiple,2011,2013,214,28,0,0,0,Yes
ROCKET DOG II,GBR3234L,41192,21/04/2015,2015,1.068,E,,,1.049,10,188,12.24,3.89,2.45,Multiple,2008,2012,101,36,51,138,A,Yes
STORM,194,41199,12/02/2015,2015,1.024,E,Dayboat,,0.995,5,108,7.56,2.49,1.52,Single,1993,2015,118,9,15,130,C,Yes
SWIFT,GBR 3118L,41202,20/01/2015,2015,0.978,,,,0.967,9,202,11.72,3.6,1.9,Multiple,1989,1993,104,35,0,0,0,Yes
WINDFALL,MLT7777,41208,12/02/2015,2015,1.517,,,,1.488,27,82,28.64,6.66,4.5,Multiple,2010,2013,214,72,142.5,137.8,A,Yes
TYRANNA,ITA16826,41218,17/04/2015,2015,0.87,,,,0.857,7,234,9.15,3.05,1.55,Multiple,1976,1980,220,26,0,0,0,Yes
COSTELLATION,ITA,41219,25/03/2015,2015,1.104,,,,1.083,8,142,11,3.6,2.3,Multiple,2003,2003,220,23,0,0,0,Yes
OH NO,GBR764R,41235,02/03/2015,2015,1.017,E,Dayboat,,0.989,4,115,6.4,2.43,1.37,Multiple,1996,2015,105,5,0,0,0,Yes
APOLLO 7,GBR133N,41241,09/03/2015,2015,1.09,E,,,1.071,12,168,13.11,3.9,2.29,Single+H/W Jib,2003,2006,101,36,46,130,A,Yes
SUNSET CHILD,USA28920,41248,28/01/2015,2015,1.088,E,,,1.056,10,155,12.24,3.66,2.13,Multiple,1994,2001,101,30,43,127,A,Yes
INDULGENCE,IRL3339,41257,24/02/2015,2015,0.968,E,,,0.956,7,202,10,3.46,1.9,Multiple,1998,2002,118,30,34,130,A,Yes
RED,GBR500-M32,41264,06/02/2015,2015,1.169,E,Dayboat,,1.115,7,101,9.68,2.99,2.09,Multiple,2005,2015,105,13,0,0,0,Yes
CAOL ILA R,GBR8728R,41265,31/03/2015,2015,1.602,E,,,1.56,22,59,21.95,5.68,5.1,Multiple,2013,2013,152,53,0,0,0,Yes
NEPTUNE'S CAR,USA60667,41268,23/02/2015,2015,1.351,,,,1.327,21,57,21.34,4.61,3.41,Multiple,1985,1989,130,49,0,0,0,Yes
RUSALKA,RUS2705,41273,02/04/2015,2015,1.088,,,,1.067,10,187,12.24,3.89,2.45,Single,2008,2013,238,33,0,0,0,Yes
GEARBOX,HKG2221,41274,05/06/2014,2014,1.045,,,,1.03,8,186,10.61,3.27,2.15,Multiple,2005,2007,410,23,33,123,A,Yes
SPACESHIP,HKG2063,41276,12/06/2014,2014,0.92,,,,0.911,7,247,9.45,3.29,1.85,Single,2005,2007,410,31,0,0,0,Yes
FRIENDSHIP,URU267,41288,04/09/2014,2014,0.967,E,,,0.961,8,234,10.88,3.66,1.91,Single,2010,2012,509,39,0,0,0,Yes
CRESCENDO,FRA39098,41290,20/04/2015,2015,1.001,,,,0.981,7,179,9.99,3.39,1.98,Multiple,2010,2013,212,27,39,136,A,Yes
SETTLER,USA52643,41291,13/04/2015,2015,1.209,E,,,1.186,12,147,13.11,3.83,3.14,Multiple,1997,1997,121,25,0,0,0,Yes
KENEX V,ESP10027,41294,16/04/2015,2015,0.994,,,,0.981,7,182,9.78,3.48,1.9,Multiple,2007,2013,236,25,38,138,A,Yes
MAXIMUS,BRA2165,41303,04/02/2015,2015,1.141,,,,1.125,13,166,13.73,4.15,2.72,Multiple,2002,2002,244,33,0,0,0,Yes
INA TRANSBRASA,BRA2442,41310,12/02/2015,2015,1.117,E,,,1.104,13,173,14.75,4.49,2.35,Multiple,2008,2009,244,43,0,0,0,Yes
TALLULAH,210,41317,22/04/2015,2015,0.816,,Dayboat,,0.805,5,373,7.02,2.25,1.1,Single,2006,2007,218,11,0,0,0,Yes
CHENAPAN 3,FRA38749,41321,03/02/2015,2015,1.045,,,,1.024,8,183,10.58,3.55,2.2,Multiple,2005,2013,212,26,37,130,A,Yes
DECKCHAIRS OVERBOARD,HY350,41329,19/06/2014,2014,1.014,E,,,0.993,8,209,10.67,3.63,2.2,Multiple,2009,2011,405,34,38,137,A,Yes
DART VADER,HY3000,41330,18/06/2014,2014,1.009,E,,,0.965,7,128,8.98,3.23,1.99,Multiple,1994,1994,405,21,0,0,0,Yes
KIVA,USA40104,41332,13/03/2015,2015,1.055,E,,,1.04,15,342,15.21,4.3,3.2,Multiple,1988,1989,121,39,0,0,0,Yes
NANUQ,USA93555,41333,23/02/2015,2015,1.062,E,,,1.049,11,227,12.98,4.08,2.15,Multiple,2001,2008,123,40,0,0,0,Yes
LUCKY V,BRA2350,41347,29/01/2015,2015,1.014,,,,0.999,8,198,10.73,3.39,2.21,Multiple,2006,2010,244,35,0,0,0,Yes
ECHO BEACH,GBR47,41348,31/03/2015,2015,0.895,,Dayboat,,0.881,6,189,8.18,1.91,1.3,Multiple,1968,1972,105,8,0,0,0,Yes
ORSON,BRA2341,41350,23/02/2015,2015,1.035,,,,1.021,8,178,10.73,3.36,2.24,Multiple,2006,2008,244,32,0,0,0,Yes
RUD,BRA2490,41351,23/02/2015,2015,1.073,,,,1.053,10,186,12.24,3.89,2.45,Multiple,2008,2009,244,35,0,0,0,Yes
ANGELA VI,BRA2430,41358,04/02/2015,2015,1.107,,,,1.091,13,185,14.08,4.31,2.55,Multiple,2008,2012,244,44,0,0,0,Yes
V8 NITRO,BRA2168,41361,29/01/2015,2015,1.064,,,,1.045,10,194,11.92,3.75,2.4,Multiple,1997,2001,244,31,0,0,0,Yes
BRAVISSIMO,BRA2394,41366,31/03/2015,2015,0.977,,,,0.965,7,212,9.15,3.21,1.78,Multiple,2006,2009,244,24,0,0,0,Yes
SANTA F V,BRA2477,41368,31/03/2015,2015,1.034,,,,1.014,8,193,10.99,3.61,2.2,Multiple,2012,2012,244,34,0,0,0,Yes
M,FRA149,41370,13/02/2015,2015,0.918,E,,,0.903,7,220,9.95,2.4,1.65,Multiple,1978,1979,214,24,0,0,0,Yes
SWING,JPN5555,41373,22/01/2015,2015,1.254,E,,,1.206,10,85,12.21,3.79,2.86,Multiple,2013,2013,148,23,0,0,0,Yes
INFINITA,NED8426,41376,07/04/2015,2015,1.091,,,,1.076,15,250,15.62,4.49,2.7,Multiple,1981,1981,141,51,36,114,A,Yes
HUNTRESS,IRL3199,41379,27/04/2015,2015,0.923,E,,,0.912,7,209,9.45,3.3,1.98,Single+H/W Jib,2001,2003,118,32,0,0,0,Yes
FUCHUR II,JPN6643,41380,11/03/2015,2015,1.094,,,,1.082,10,164,12.35,3.93,2.4,Multiple,2011,2013,148,33,0,0,0,Yes
NOT A DIAMOND,RQ2404,41385,18/12/2014,2014,1.083,E,,,1.063,10,190,12.24,3.89,2.45,Multiple,2008,2012,404,35,43,130,A,Yes
SEDUCTION,M406,41386,19/06/2014,2014,0.959,E,,,0.941,8,198,11.05,3.38,1.82,Multiple,1978,1986,402,35,0,0,0,Yes
EX LIBRIS,HKG2173,41389,05/06/2014,2014,1.005,,,,0.996,9,241,11.58,3.81,1.98,Single,2010,2012,410,41,0,0,0,Yes
OMOO,JPN5703,41397,25/03/2015,2015,0.847,,,,0.838,5,264,7.49,2.74,1.48,Multiple,1986,1990,148,20,0,0,0,Yes
JUKE BOX,RUS14001,41399,06/03/2015,2015,1.077,,,,1.063,10,175,12.1,3.77,2.42,Multiple,2000,2001,229,29,47,132,A,Yes
BLACK JACK 70,52570,41405,26/03/2015,2014,1.733,E,,,1.695,21,43,21.5,5.7,5.48,Multiple,2011,2011,404,51,0,0,0,Yes
CARABELLA V,SYD25,41408,22/05/2014,2014,1.196,E,,,1.172,14,154,15,4.41,3.01,Multiple,2012,2012,401,38,0,0,0,Yes
PETITE FLAMME ,RUS2260,41412,20/04/2015,2015,1.328,,,,1.287,18,118,18.94,5.09,3.64,Multiple,2008,2010,229,48,0,0,0,Yes
SPIRIT OF EUROPE,RUS2860,41413,02/04/2015,2015,1.332,E,,,1.291,18,120,18.94,5.09,3.64,Multiple,2008,2013,229,48,0,0,0,Yes
SGM,RUS2660,41414,02/04/2015,2015,1.332,E,,,1.291,18,120,18.94,5.09,3.64,Multiple,2008,2013,229,48,70,122,A,Yes
WEEGIE,USA60449,41415,20/04/2015,2015,1.135,E,,,1.096,7,121,9.75,3.1,2.39,Multiple,2012,2013,121,13,0,0,0,Yes
ISLAND FLING,HKG2248,41426,12/01/2015,2014,1.226,E,,,1.186,11,102,12.6,4.3,2.76,Multiple,2012,2013,410,19,38,132,A,Yes
AMBLE,120Y,41430,23/02/2015,2015,0.783,,,,0.781,6,361,8.5,2.51,1.21,Single,1959,1959,101,31,0,0,0,Yes
BELLA NOVE,GBR4809N,41431,27/01/2015,2015,1.082,E,,,1.069,13,204,14.84,4.31,2.37,Multiple,1995,1997,101,43,49,135,A,Yes
LEVIATAN,URU1946,41438,02/09/2014,2014,0.908,,,,0.9,7,248,9.71,3.04,1.76,Multiple,1977,1980,509,26,0,0,0,Yes
DELFINI,GBR9513T,41442,21/01/2015,2015,0.953,,,,0.941,9,269,11.58,3.95,1.91,Single,1995,1997,103,42,0,0,0,Yes
GOBLIN,JPN6407,41443,25/03/2015,2015,0.934,,,,0.925,7,217,9.03,3,1.7,Multiple,1994,1994,148,24,0,0,0,Yes
XPRESS,7013,41444,12/08/2014,2014,1.082,E,,,1.059,9,191,11.58,3.68,2.4,Multiple,2011,2013,401,32,46,144,A,Yes
LADY MILLA,BRA2401,41448,29/01/2015,2015,0.97,,,,0.957,7,212,9.15,3.21,1.78,Multiple,2006,2009,244,25,0,0,0,Yes
L'ATTITUDE,6563,41459,27/05/2014,2014,1.047,E,,,1.032,10,209,11.92,3.75,2.43,Multiple,1997,2001,401,34,36,126,A,Yes
PAUCLMAX,FRA43615,41462,10/02/2015,2015,1.007,,,Shorthanded,0.987,2,195,9.99,3.21,1.9,Multiple,2012,2013,214,27,0,0,0,Yes
WINDWEAVER,GBR1353R,41464,03/02/2015,2015,0.866,,,,0.857,10,382,12.35,3.5,2,Multiple,1964,1964,105,42,0,0,0,Yes
TINA OF MELBOURNE,S3,41472,23/10/2014,2014,0.911,,,,0.898,8,368,11.24,3.09,1.89,Multiple,1968,1968,402,38,0,0,0,Yes
VAMOS,9109,41473,22/05/2014,2014,1.03,E,,,1.008,8,202,10.74,3.51,2.1,Multiple,2001,2002,401,26,33,121,A,Yes
QUARTERDECK,SIN98,41482,12/06/2014,2014,0.887,E,,,0.878,5,196,7.32,2.72,1.25,Multiple,1977,2014,414,12,0,0,0,Yes
EXOTIQUE,JPN6565,41483,27/02/2015,2015,1.044,E,,,1.021,8,204,10.15,3.32,2.1,Multiple,2011,2013,148,26,38,143,A,Yes
KARASU,JPN6666,41489,25/03/2015,2015,1.061,E,,,1.039,10,194,11.92,3.77,2.4,Multiple,1997,2003,148,32,36,126,A,Yes
LITHIUM SH,F46,41494,18/06/2014,2014,1.051,E,,Shorthanded,1.037,2,172,12.19,3.64,2.2,Multiple,2006,2008,405,37,41,129,A,Yes
TICTAC,JPN6370,41495,08/04/2015,2015,1.028,,,,1.002,7,194,9.99,3.21,1.9,Multiple,2012,2013,148,23,0,0,0,Yes
MASERATI,ITA70,41496,12/02/2015,2015,1.667,,,,1.631,21,44,21.5,5.77,4.47,Multiple,2008,2008,220,51,0,0,0,Yes
NYX,GBR121,41498,08/10/2014,2014,1.168,E,Dayboat,,1.116,7,101,9.68,2.99,2.09,Multiple,2005,2014,416,13,0,0,0,Yes
EXCAPADE,5223,41500,01/07/2014,2014,1.042,E,,,1.018,9,181,11.63,3.31,2.38,Multiple,1980,1992,401,25,0,0,0,Yes
KOLLE-CARRINDUS,FRA43616,41502,14/01/2015,2015,0.993,,,,0.974,7,179,9.55,3.25,1.9,Multiple,2009,2013,214,24,0,0,0,Yes
GREEN,C40 56,41509,19/03/2015,2015,1.202,,,,1.172,10,86,12.18,4.4,2.99,Multiple,2005,2007,140,20,0,0,0,Yes
LEPIN,JPN6665,41510,02/04/2015,2015,1.026,E,,,1.001,7,194,9.99,3.21,1.92,Single,2012,2013,148,24,0,0,0,Yes
MWAH,SA4382,41514,03/11/2014,2014,1.095,E,,,1.068,8,132,11.15,3.3,2.21,Multiple,2010,2013,409,23,0,0,0,Yes
LAWLESS,NZL44044,41515,28/05/2014,2014,1.146,E,,,1.117,12,178,13.29,4.07,2.65,Multiple,2011,2013,408,33,49,128,A,Yes
NOVOCAINE,21740,41516,12/06/2014,2014,1.058,E,,,1.041,10,194,11.92,3.75,2.42,Multiple,1997,2001,401,32,36,126,A,Yes
DUSTOM,CRO196,41527,17/04/2015,2015,1.032,,,,1.01,9,194,11.29,3.6,2.28,Multiple,2005,2005,209,36,0,0,0,Yes
JUALA,UAE10,41529,08/09/2014,2014,0.997,,,,0.979,7,214,9.99,3.37,2,Multiple,2005,2008,416,29,42,143,A,Yes
CROWDED HAUS,35135,41534,04/09/2014,2014,1.02,E,,,1.001,8,211,10.67,3.64,2.32,Multiple,2009,2009,401,33,0,0,0,Yes
NOMAD 4,MT100,41540,10/02/2015,2015,1.744,,,,1.709,29,60,30.48,8.29,5.84,Multiple,2013,2013,214,68,0,0,0,Yes
FIRST,RUS5500,41542,29/11/2014,2014,1.062,,,,1.05,10,190,11.92,3.75,2.4,Multiple,1997,1998,414,30,36,126,A,Yes
IMAGINE,FRA38937,41543,22/04/2015,2015,1.021,,,,1.006,8,186,10.99,3.61,2.2,Multiple,2012,2012,212,35,0,0,0,Yes
UP 'N GO,R182,41544,07/10/2014,2014,0.9,E,,,0.885,6,156,8.01,2.7,1.45,Multiple,1978,1986,402,16,0,0,0,Yes
DUE,TUR2040,41547,25/02/2015,2015,1.167,E,,,1.13,8,125,11,3.48,2.58,Multiple,2013,2013,239,22,0,0,0,Yes
FIFTY FOUR,FC1,41553,02/03/2015,2014,1.077,E,,,1.062,8,110,10.1,3.45,2.1,Multiple,2002,2003,405,19,33,132,A,Yes
GAGARIN,RUS030,41555,21/04/2015,2015,1.082,,,,1.082,13,172,14.5,4.5,2.8,Single,1999,2001,235,44,46,123,A,Yes
PANDEIA,TUR,41557,16/04/2015,2015,1.024,,,,1.015,12,168,13.25,4.35,2.2,Single,2013,2013,238,47,0,0,0,Yes
SURPRISE,TUR,41558,16/04/2015,2015,1.024,,,,1.015,12,168,13.25,4.35,2.2,Single,2013,2013,238,47,0,0,0,Yes
PERSE,TUR,41559,16/04/2015,2015,1.024,,,,1.015,12,168,13.25,4.35,2.2,Single,2013,2013,238,47,0,0,0,Yes
LONG-NOSE X,FRA18359,41560,11/03/2015,2015,1.059,,,,1.032,7,124,9.43,3.08,2.15,Multiple,1995,1996,214,16,27,132,B,Yes
ANANIJA,TUR,41561,16/04/2015,2015,1.085,,,,1.077,15,168,15.4,4.75,2.4,Multiple,2011,2012,238,51,0,0,0,Yes
TY SOLEIL,FRA15043,41565,23/02/2015,2015,1.167,,,,1.141,16,162,16.35,4.63,2.7,Multiple,2008,2013,214,49,0,0,0,Yes
CARTOUCHE,B10,41566,22/05/2014,2014,1.105,E,,,1.085,14,180,14.98,4.37,2.4,Single+H/W Jib,2006,2012,402,48,0,0,0,Yes
SUNBEAT V,GBR3260L,41569,05/02/2015,2015,1.025,,,,1.008,8,156,10.6,3.5,2.15,Single+H/W Jib,2009,2011,104,28,38,130,A,Yes
MARY ELLEN,IRL1430,41570,27/04/2015,2015,0.929,,,,0.929,7,190,9.74,3.34,1.9,Single,2009,2009,118,34,0,0,0,Yes
FRENZY,TUR,41572,11/03/2015,2015,0.924,,,,0.918,8,206,10.8,3.8,1.53,Single,1998,2003,238,39,0,0,0,Yes
GLENINO,FRA43622,41578,30/03/2015,2015,0.977,,,,0.952,6,221,8.35,2.95,2.1,Multiple,2011,2013,214,17,0,0,0,Yes
ARTEMIS,USA97703,41581,04/03/2015,2015,1.223,,,,1.203,16,114,16.06,4.23,2.58,Multiple,1990,1990,130,36,0,0,0,Yes
MANDINGA,BRA2279,41584,29/01/2015,2015,0.931,,,,0.916,6,177,7.8,2.8,1.65,Multiple,2004,2005,244,18,0,0,0,Yes
POKEKIAKKIERE,ITA4033,41587,13/02/2015,2015,0.992,,,,0.975,7,185,9.99,3.48,2.1,Single+H/W Jib,2006,2007,220,30,0,0,0,Yes
BLACK PEARL,JPN238,41589,30/01/2015,2015,1.167,E,,,1.115,7,101,9.7,2.95,2.13,Multiple,2005,2013,148,12,0,0,0,Yes
FEILI,CHN53007,41603,16/03/2015,2015,1.016,,,,1.01,11,188,12.59,4.13,2.13,Single,2007,2013,208,43,0,0,0,Yes
DELITE,MAS3401,41610,15/11/2014,2014,0.94,,,,0.923,8,236,10.14,3.4,2,Multiple,1982,1992,414,30,0,0,0,Yes
JOSS,RF177,41611,04/06/2014,2014,1.074,E,,,1.054,10,167,12.19,3.64,2.2,Multiple,2006,2012,405,32,41,129,A,Yes
SELFISH GIRL,JPN6672,41612,16/01/2015,2015,1.002,E,,,0.984,7,171,9.78,3.48,1.9,Multiple,2007,2013,148,24,38,138,A,Yes
2XTREME,Sm4272,41616,19/06/2014,2014,0.998,E,Dayboat,,0.979,8,111,10.2,2.64,1.75,Multiple,1974,1989,402,14,0,0,0,Yes
ALBA,ITA,41619,26/03/2015,2015,0.889,,,,0.879,5,194,7.58,2.96,1.75,Multiple,2010,2013,220,16,0,0,0,Yes
H3+,BRA1862,41627,03/03/2015,2015,1,,,,0.985,7,187,9.56,2.85,2.05,Multiple,1992,1992,244,17,0,0,0,Yes
AURORA,BRA2036,41628,03/03/2015,2015,1.13,,,,1.122,11,147,12.5,4,2.59,Multiple,1996,1996,244,27,0,0,0,Yes
APLYSIA 2,FRA38737,41639,16/03/2015,2015,0.991,E,,,0.976,7,175,9.55,3.25,1.9,Multiple,2009,2010,212,24,0,0,0,Yes
GIACOMO,NZL70000,41658,21/10/2014,2014,1.645,E,,,1.604,21,49,21.5,5.69,4.5,Multiple,2011,2011,408,51,0,0,0,Yes
TOKOLOSHE II,GBR1682R,41660,27/03/2015,2015,1.265,E,,,1.22,11,82,12.81,3.9,3,Multiple,2009,2009,101,24,49,140,A,Yes
TERROSO,BRA2163,41675,27/02/2015,2015,1.231,,,,1.205,16,109,16.2,4.47,3.23,Multiple,2003,2003,244,40,0,0,0,Yes
VENTANEIRO,BRA2505,41676,31/03/2015,2015,1.087,,,,1.073,13,169,14.75,4.8,2.3,Multiple,2012,2013,244,52,0,0,0,Yes
VENTARRON,CHI2013,41680,21/01/2015,2014,0.912,,,,0.894,8,279,10.24,3.43,1.99,Single+H/W Jib,1982,1986,511,36,0,0,0,Yes
PATRICE,360,41688,18/12/2014,2014,1.285,E,,,1.246,13,96,14.02,4.28,3.32,Multiple,2012,2013,401,30,0,0,0,Yes
NOVIK,RUS209,41694,29/01/2015,2015,1.151,,,,1.128,11,129,12.9,3.81,2.69,Single,2013,2013,239,29,0,0,0,Yes
GIN,TUR1901,41695,30/01/2015,2015,1.168,E,,,1.13,8,127,11,3.48,2.58,Multiple,2013,2013,239,22,0,0,0,Yes
SYNERGY,HY250,41696,11/06/2014,2014,0.995,E,,,0.972,8,108,10.44,2.91,1.54,Multiple,1992,1992,405,18,0,0,0,Yes
INTI,BRA2012,41697,04/02/2015,2015,0.953,,,,0.942,7,227,9.73,3.26,1.57,Multiple,1994,1997,244,27,0,0,0,Yes
PRIVATEER,SA4396,41699,12/02/2015,2014,1.259,E,,,1.21,10,85,12.19,4.49,3,Multiple,2010,2010,409,18,0,0,0,Yes
SLEEPER,GBR486,41700,11/02/2015,2015,1.146,,,,1.124,13,146,13.99,4.26,2.57,Single+H/W Jib,2013,2013,102,36,50,130,A,Yes
GOOD QUESTION,Sm801,41721,11/06/2014,2014,0.89,E,,,0.876,6,166,8,2.7,1.45,Multiple,1978,1985,402,16,0,0,0,Yes
MALEE,S7,41723,29/11/2014,2014,0.999,,,,0.993,10,189,11.99,3.99,2.1,Single,2010,2011,414,41,0,0,0,Yes
PHALIN,S5,41725,29/11/2014,2014,0.999,,,,0.993,10,189,11.99,3.99,2.1,Single,2010,2011,414,41,0,0,0,Yes
TURGUT REIS,TUR2071,41729,17/04/2015,2015,1.022,E,,,1.004,8,199,10.67,3.64,2.2,Multiple,2009,2013,239,32,38,137,A,Yes
ALEXA,B40,41732,24/11/2014,2014,0.951,,,,0.946,10,192,11.82,3.91,1.95,Single,2006,2007,414,44,0,0,0,Yes
FEI JIAN,B33C,41733,24/11/2014,2014,0.912,,,,0.899,7,218,9.75,3.42,1.5,Single,2013,2013,414,37,0,0,0,Yes
LERO 3,RUS768,41738,24/11/2014,2014,1.242,,,,1.202,10,100,11.8,3.42,2.9,Multiple,2011,2013,414,22,0,0,0,Yes
FARRGO EXPRESS,6100,41743,05/12/2014,2014,0.973,,,,0.957,8,217,11,3.66,1.91,Multiple,1975,1993,414,33,0,0,0,Yes
FIRST PASSION,SM351,41744,08/09/2014,2014,1.02,E,,,1,8,205,10.67,3.64,2.2,Multiple,2009,2011,402,32,38,137,A,Yes
NICHE,SM4000,41745,31/10/2014,2014,1.083,E,,,1.061,10,185,12.24,3.89,2.49,Multiple,2008,2013,402,36,43,130,A,Yes
ASTRAL,8675,41746,03/06/2014,2014,1.03,E,,,1.008,8,191,10.99,3.61,2.19,Multiple,2012,2012,401,35,0,0,0,Yes
ICHI BAN,AUS01,41748,05/03/2015,2014,1.504,E,,,1.456,18,62,18.5,4.99,4.45,Multiple,2013,2013,401,45,0,0,0,Yes
INDIAN,AUS47,41749,04/12/2014,2014,1.339,E,,,1.297,13,78,14.3,4.28,3.3,Multiple,2013,2013,405,30,0,0,0,Yes
K.CONTESSA KAZE TO NIJI,JPN6647,41752,27/04/2015,2015,1.11,E,,,1.09,13,174,14.83,4.75,2.38,Single+H/W Jib,2009,2013,148,50,0,0,0,Yes
BEAU GESTE,HKG1997,41753,04/11/2014,2014,1.758,E,,,1.758,24,37,24.38,6.13,5.5,Multiple,2013,2013,408,64,0,0,0,Yes
VULCAN 44,SA4262,41755,12/06/2014,2014,1.013,E,,,0.995,11,209,13,4.18,1.9,Single+H/W Jib,2004,2011,409,47,0,0,0,Yes
SIMPLY FUN,Sm42,41756,19/01/2015,2014,1.217,E,,,1.178,11,102,12.6,4.3,2.79,Multiple,2013,2013,402,21,0,0,0,Yes
HAYWIRE,HY135,41757,08/04/2015,2014,1.016,E,,,0.996,8,203,10.67,3.64,2.2,Multiple,2009,2013,405,33,38,137,A,Yes
KALIMERA,ITA16855,41762,26/03/2015,2015,0.955,,,,0.951,7,184,10,3.49,1.78,Multiple,1999,1999,220,25,0,0,0,Yes
DODO,SA644,41763,12/06/2014,2014,0.904,E,,,0.891,8,411,11.15,3.55,1.75,Single+H/W Jib,1982,1982,409,40,0,0,0,Yes
DJANGO II,11101,41765,22/05/2014,2014,1.153,,,,1.116,8,136,11.15,3.3,2.21,Multiple,2010,2010,408,23,44,143,A,Yes
COOL RUNNINGS,SA1003,41771,22/12/2014,2014,1.023,E,,,1.01,11,265,12.82,4,2.51,Single+H/W Jib,1981,1986,409,42,0,0,0,Yes
ROCKET,SA7248,41772,19/03/2015,2014,1.227,E,,,1.194,16,130,16.46,4.37,2.8,Single,2006,2006,409,41,0,0,0,Yes
THE RED BOAT,B363,41773,22/01/2015,2014,0.983,E,Dayboat,,0.971,8,115,10.2,2.64,1.75,Multiple,1974,1982,402,14,0,0,0,Yes
SALAMINOR,GBR7292,41779,21/01/2015,2015,0.849,,,,0.841,6,269,7.78,2.76,1.48,Multiple,1977,1982,117,17,0,0,0,Yes
AILEEN,BRA32,41787,12/02/2015,2015,0.866,,Dayboat,,0.855,7,293,9.79,1.62,1.22,Multiple,1912,1912,244,9,0,0,0,Yes
MARGA,BRA33,41789,27/01/2015,2015,0.92,,Dayboat,,0.895,8,294,11.17,1.86,1.57,Multiple,1933,1933,244,11,0,0,0,Yes
KESTREL,GBR7743R,41793,14/04/2015,2015,1.077,,,,1.062,10,171,12.2,3.95,2.5,Single,2011,2013,101,35,40,126,A,Yes
COIN COIN,NED342,41795,26/03/2015,2015,1.187,E,,,1.155,12,140,13.1,4.19,2.77,Multiple,2011,2014,141,32,49,151,A,Yes
AZURA,USA60454,41796,27/01/2015,2015,1.166,E,,,1.155,16,168,17.19,4.72,2.71,Single+H/W Jib,1997,2001,121,44,55,124,A,Yes
ARCHER,TUR3590,41797,12/02/2015,2015,1.076,E,,,1.057,10,189,12.24,3.89,2.45,Single,2008,2013,240,36,0,0,0,Yes
BIG EASY,TUR2508,41805,08/01/2015,2015,1.134,E,,,1.109,12,167,13.29,4.05,2.65,Multiple,2011,2012,238,34,0,0,0,Yes
RAMROD,HKG2213,41811,06/06/2014,2014,1.176,E,,,1.146,10,122,12.41,3.96,2.6,Multiple,1996,1998,410,25,39,131,A,Yes
BUSHIDO,NZL9360,41814,22/05/2014,2014,1.308,E,,,1.244,8,112,10.65,3.5,2.65,Multiple,2012,2013,408,20,0,0,0,Yes
SAFINAZ II,TUR737,41815,27/02/2015,2015,1.064,E,,,1.047,10,168,11.95,3.87,2.41,Multiple,2012,2012,240,35,0,0,0,Yes
BOTTA DRITTA,MON333,41816,08/04/2015,2015,1.309,,,,1.291,20,116,20.46,5.4,3.2,Single,2010,2011,217,52,0,0,0,Yes
EL CHICO,FRA27600,41817,23/03/2015,2015,1.018,,,,1.002,8,206,10.74,3.5,2.08,Single+H/W Jib,2001,2006,219,30,33,121,A,Yes
RED,GBR108-J70,41818,06/02/2015,2015,0.969,E,,,0.943,5,138,6.93,2.29,1.46,Single,2012,2015,105,8,0,0,0,Yes
