Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
SEA MONKEY,HKG2360,40499,11/08/2014,2014,1.106,,,,1.087,14,156,14.98,4.86,2.1,Single+H/W Jib,2010,2011,410,50,0,0,0,Yes
ATLOG,FRA38563,40503,24/03/2015,2015,0.999,,,,0.978,7,180,9.55,3.25,1.9,Multiple,2009,2012,214,24,0,0,0,Yes
EMOYENI,GBR2364L,40509,02/04/2015,2015,0.831,,,,0.819,6,247,8.02,2.82,1.68,Single,1977,1979,101,20,0,0,0,Yes
MEERKAT,UAE666,40510,01/08/2014,2014,0.981,,,,0.969,7,173,9.77,3.25,1.74,Single+H/W Jib,2009,2010,416,27,0,0,0,Yes
AUGUST RUSH,MLT166,40512,23/04/2015,2015,1.113,,,,1.092,10,168,12.05,3.75,2.4,Single+H/W Jib,2008,2009,147,27,0,0,0,Yes
SIRTECOM,CHI3502,40522,28/01/2015,2014,1.02,,,,1.001,8,209,10.67,3.64,2.2,Multiple,2009,2012,511,32,0,0,0,Yes
FRANMARK,GBR238,40532,22/09/2014,2014,1.011,,Dayboat,,0.986,5,108,7.56,2.49,1.52,Single,1993,1993,416,6,15,130,C,Yes
THERAPY,SA4345,40540,12/06/2014,2014,0.992,,,,0.977,8,181,10.94,3.74,1.95,Single,2011,2012,409,38,0,0,0,Yes
SPARROW,JPN4280,40542,30/01/2015,2015,0.986,,,,0.976,7,223,9.49,3.19,1.85,Multiple,1993,1993,148,18,0,0,0,Yes
PROPER JOB,GBR3103L,40545,09/01/2015,2015,1.082,,,,1.059,8,138,11.15,3.3,2.21,Multiple,2010,2012,105,23,34,140,A,Yes
ISKAREEN,M34 11,40546,16/03/2015,2015,1.15,E,,,1.111,8,96,10.34,3.01,2.54,Multiple,2010,2011,140,16,41,142,A,Yes
GEROUL,FRA38834,40547,13/02/2015,2015,0.991,,,,0.973,7,184,9.78,3.48,1.9,Multiple,2007,2012,217,26,0,0,0,Yes
SPIRIT OF EDEN,USA52719,40555,05/01/2015,2014,1.102,,,,1.079,12,192,13.35,3.97,2.65,Multiple,2003,2006,416,37,41,130,A,Yes
SILKY,SA4339,40557,14/08/2014,2014,1.164,E,,,1.138,9,121,11.33,3.33,2.63,Multiple,2004,2012,409,22,0,0,0,Yes
YOLO,FRA39600,40560,30/03/2015,2014,1.046,,,,1.026,8,176,10.8,3.55,2.14,Multiple,2013,2013,512,29,51,151,A,Yes
NAUTILUS X,ITA16743,40561,22/04/2015,2015,1.035,,,,1.016,8,197,10.61,3.27,2.15,Multiple,2005,2006,220,26,33,123,A,Yes
WALILI,FRA38600,40568,09/04/2015,2015,0.986,,,,0.97,7,166,9.6,3.47,1.95,Multiple,2003,2009,217,25,0,0,0,Yes
CARDIAC ARREST,SA4337,40570,14/08/2014,2014,1.164,E,,,1.137,9,120,11.33,3.33,2.63,Multiple,2003,2012,409,22,0,0,0,Yes
TOYBOX 2,MH4,40572,04/09/2014,2014,1.144,E,,,1.117,12,169,13.29,4.05,2.64,Multiple,2011,2012,401,33,49,128,A,Yes
INXS  RD,FRA9751,40580,17/03/2015,2015,1.198,E,,,1.179,14,155,14.99,4.43,3,Multiple,2012,2012,212,37,0,0,0,Yes
RAFFALE,FRA38538,40591,04/03/2015,2015,1.251,,,,1.19,8,93,11.25,3.5,2.8,Multiple,2011,2012,212,20,0,0,0,Yes
NIFTYDRIFTER,GBR3047L,40599,02/03/2015,2015,1.026,E,,,1.018,10,197,12.07,3.9,2.1,Single+H/W Jib,2002,2007,101,39,35,115,A,Yes
GALAHAD,ITA,40612,11/03/2015,2015,0.907,,,,0.899,11,381,12.95,2.85,2,Multiple,1962,1962,220,38,0,0,0,Yes
SEXTANT,L134,40617,17/09/2014,2014,0.998,E,,,0.983,8,218,10.36,3.4,1.9,Multiple,2007,2010,403,32,39,135,A,Yes
TEN-2,CHN17003,40620,18/03/2015,2015,1.09,,,,1.07,7,136,9.95,2.98,2,Multiple,2010,2012,208,14,0,0,0,Yes
HOROPITO,SA241,40630,10/11/2014,2014,1.098,E,,,1.073,8,139,11.15,3.3,2.22,Multiple,2010,2011,403,23,44,143,A,Yes
BACAB,URU,40632,04/09/2014,2014,0.813,E,,,0.8,5,399,7.58,2.69,1.37,Single+H/W Jib,1977,1980,509,20,0,0,0,Yes
SEA HEART,TUR,40634,16/04/2015,2015,0.987,,,,0.976,9,214,11.36,3.93,1.95,Single,2004,2008,238,40,39,121,A,Yes
STREKOZA,RUS2280,40635,05/03/2015,2015,1.064,,,,1.046,11,141,12.5,3.82,2,Multiple,2010,2012,238,37,0,0,0,Yes
XP-ACT,MLT9939,40638,02/04/2015,2015,1.135,,,,1.113,12,165,13.29,4.05,2.65,Multiple,2011,2012,147,33,49,128,A,Yes
GORDON,ITA16750,40640,04/03/2015,2015,1.064,,,,1.048,10,174,12.28,3.91,2.1,Single+H/W Jib,2007,2012,220,35,45,133,A,Yes
FLOOSIE,20,40644,07/10/2014,2014,0.968,,,,0.948,6,147,7.93,2.55,1.7,Multiple,2010,2012,416,13,0,0,0,Yes
RAMPANT,GBR2974L,40652,05/02/2015,2015,1.022,,,,1.007,8,156,10.6,3.5,2.15,Single,2009,2010,101,28,38,130,A,Yes
PYRRHA,TUR,40654,16/04/2015,2015,1.026,,,,1.016,12,166,13.5,4.34,2.2,Single,2011,2012,238,48,0,0,0,Yes
THETIS,TUR,40655,16/04/2015,2015,1.011,,,,0.998,12,184,13.45,4.3,2,Single,2005,2006,238,48,38,112,A,Yes
RAYO,CHI8888,40657,19/01/2015,2014,1.171,,,,1.154,13,158,13.83,3.9,2.81,Multiple,2002,2003,511,34,57,134,A,Yes
JACKY,2,40664,23/10/2014,2014,1.018,,Dayboat,,0.998,5,108,7.49,2.54,2,Single,2003,2006,416,7,0,0,0,Yes
SCARPIA,CHI1981,40667,17/10/2014,2014,1.014,,,,0.995,8,203,10.67,3.64,2.2,Multiple,2009,2011,511,33,0,0,0,Yes
PIERSERVICE LUDUAN,ITA16170,40672,04/03/2015,2015,1.135,,,,1.108,13,196,14.08,4.31,2.55,Multiple,2008,2009,220,42,0,0,0,Yes
ICARUS,GBR8711R,40678,25/02/2015,2015,1.094,E,,,1.066,8,131,11.18,3.3,2.21,Multiple,2010,2012,101,23,34,140,A,Yes
SLAINTE MHATH,JPN6628,40695,22/01/2015,2015,1.08,E,,,1.063,9,184,11.6,3.68,2.42,Multiple,2011,2012,148,31,46,144,A,Yes
SORCHA,GBR5200N,40701,23/01/2015,2015,1.381,,,,1.342,15,70,15.85,4.42,3.35,Multiple,2011,2011,101,32,62,148,A,Yes
SARCASTIC,SWE333,40703,27/01/2015,2015,0.901,E,,,0.89,7,308,9.77,3.18,1.89,Single,1976,1976,240,31,0,0,0,Yes
GUENDALINA,FRA38890,40722,25/03/2015,2015,1.049,,,,1.037,13,171,14.73,4.49,2.15,Single,2004,2005,214,50,0,0,0,Yes
KAIULANI,137,40743,23/10/2014,2014,0.915,E,,,0.903,7,245,9.13,3.34,1.76,Multiple,1979,1979,407,30,0,0,0,Yes
CLAIR DE LUNE JUNIOR,UAE3509,40744,27/08/2014,2014,0.969,,,,0.936,5,152,7.49,2.48,1.65,Multiple,1994,2006,416,11,0,0,0,Yes
TOMATO,RQ1010,40748,17/11/2014,2014,1.022,E,,,1,8,216,10.15,3.32,2.1,Multiple,2011,2012,404,28,38,143,A,Yes
STINGRAY,HKG1216,40751,05/06/2014,2014,1.067,,,,1.032,6,99,7.89,2.55,1.88,Multiple,2011,2012,410,10,0,0,0,Yes
SENNA,G14,40753,22/09/2014,2014,1.104,E,,,1.078,13,204,13.67,4.2,2.4,Multiple,2007,2012,402,41,51,135,A,Yes
SHAKTI,GER7001,40756,23/04/2015,2015,1.292,E,,,1.253,13,106,14.05,4.37,3.34,Multiple,2012,2012,140,29,0,0,0,Yes
LOGO,TUR508,40761,11/03/2015,2015,1.038,E,,,1.016,8,206,10.15,3.32,2.1,Multiple,2011,2012,239,26,0,0,0,Yes
CUIQUE SUUM 3,ARG4020,40767,14/01/2015,2014,0.978,E,,,0.965,7,191,9.5,3.29,1.88,Multiple,1994,1994,501,23,0,0,0,Yes
AI ZE XI,CHN,40768,18/03/2015,2015,1.038,E,,,1.024,11,164,12.59,4.13,2.3,Single,2007,2011,208,42,0,0,0,Yes
HAI YI 2,HKG2355,40769,16/03/2015,2015,1.124,E,,,1.113,17,155,17.28,5,2.5,Single,2009,2011,208,55,0,0,0,Yes
VENUS HUNTER,S4,40773,29/11/2014,2014,1.002,,,,0.993,10,189,11.99,3.99,2.1,Single,2010,2011,414,41,0,0,0,Yes
SNAPDRAGON,S1,40774,29/11/2014,2014,0.999,,,,0.993,10,189,11.99,3.99,2.1,Single,2010,2011,414,41,0,0,0,Yes
TI-PUNCH,S2,40775,29/11/2014,2014,0.999,,,,0.993,10,189,11.99,3.99,2.1,Single,2010,2011,414,41,0,0,0,Yes
LUCA,URU5447,40782,07/01/2015,2014,0.886,E,,,0.877,5,208,7.32,2.72,1.25,Multiple,1977,2009,511,13,0,0,0,Yes
TENACITY,SA4242,40786,16/09/2014,2014,1.094,E,,,1.067,8,134,11.15,3.3,2.19,Multiple,2010,2012,409,23,0,0,0,Yes
STIMULUS PACKAGE,AUS013,40787,03/06/2014,2014,0.972,E,,,0.952,8,170,10.32,3.19,1.78,Multiple,1990,1990,405,25,0,0,0,Yes
ELENA NOVA,65007,40790,21/07/2014,2014,1.21,E,,,1.179,11,104,12.8,3.82,2.73,Multiple,2011,2011,401,27,0,0,0,Yes
ARS UNA,ITA17001,40791,23/03/2015,2015,1.244,,,,1.217,15,119,15.32,4.44,3,Multiple,2013,2013,220,38,0,0,0,Yes
GINGER,AUS38011,40796,27/05/2014,2014,1.239,E,,,1.191,8,91,11.25,3.5,2.8,Multiple,2011,2012,401,21,0,0,0,Yes
WELL PRIMED,AUS161,40798,27/05/2014,2014,1.153,E,,,1.102,7,101,9.68,2.99,2.09,Multiple,2005,2007,405,13,0,0,0,Yes
RAN 4,SWE5211,40799,02/04/2015,2015,1.398,,,,1.358,15,65,15.85,4.42,3.5,Multiple,2011,2011,217,32,0,0,0,Yes
CIELO,ARG1615,40816,09/01/2015,2014,0.911,E,,,0.901,7,280,9.14,3.04,1.7,Multiple,1977,1977,509,27,0,0,0,Yes
FALUA,URU266,40818,02/09/2014,2014,0.985,E,,,0.975,8,209,10.28,3.48,1.93,Multiple,2002,2010,509,31,0,0,0,Yes
AMAZE,HKG2278,40822,06/06/2014,2014,1.016,,,,1.004,8,201,10.67,3.64,2.2,Multiple,2009,2012,410,30,38,137,A,Yes
TUVALU II,ARG4671,40826,12/01/2015,2014,0.962,E,,,0.95,7,194,9.5,3.29,1.64,Multiple,1994,2002,501,26,0,0,0,Yes
HALCON III,ARG5380,40829,14/01/2015,2014,1.024,E,,,1.012,8,167,10.2,3.33,1.93,Multiple,2001,2010,501,22,0,0,0,Yes
FORTUNA 2,TUR655,40832,04/02/2015,2015,1.02,E,,,0.998,8,208,10.67,3.64,2.2,Multiple,2009,2012,240,33,0,0,0,Yes
BORGA 2,TUR40,40833,14/01/2015,2015,0.992,E,,,0.98,9,200,11.35,3.75,1.95,Single,2011,2011,240,41,0,0,0,Yes
WHITE PEARL,NED8416,40835,23/02/2015,2015,0.953,,Dayboat,,0.933,5,154,7.53,2.6,1.8,Multiple,1996,1997,141,11,0,0,0,Yes
JUMBUCK,GBR3135L,40838,23/02/2015,2015,1.017,,,,1,8,202,10.74,3.51,2.1,Multiple,2001,2004,101,29,33,121,A,Yes
ROOBARB,GBR1940L,40846,02/03/2015,2015,0.829,,,,0.817,5,281,7.01,2.61,1.34,Multiple,1979,2010,105,21,0,0,0,Yes
FARR AWAY,TUR4008,40847,08/01/2015,2015,1.164,E,,,1.138,10,127,12.41,3.96,2.6,Multiple,1996,2000,240,25,39,131,A,Yes
VIRUS !!,FRA9571,40855,22/01/2015,2015,0.951,,,,0.94,7,177,9.48,3.23,1.9,Multiple,1998,2002,217,26,0,0,0,Yes
SL ENERGIES_GROUPE FASTWAVE,FRA78,40856,18/03/2015,2015,1.089,,,,1.062,8,134,11.15,3.3,2.21,Multiple,2010,2012,217,23,34,140,A,Yes
CACAO,FRA38355,40861,20/01/2015,2015,1,,,,0.982,7,174,9.78,3.48,1.9,Multiple,2007,2011,212,24,38,138,A,Yes
COLLEEN,33849,40862,26/01/2015,2015,0.911,,,,0.893,7,203,9.09,3.41,1.6,Single+H/W Jib,1978,1985,101,25,0,0,0,Yes
SANTOSHA 4,FRA38917,40863,05/03/2015,2015,0.977,,,,0.959,6,129,8.8,2.99,1.96,Multiple,2010,2012,212,20,0,0,A,Yes
KESTREL,USA629,40867,10/02/2015,2015,1.005,,,,0.984,8,153,10.5,3.35,1.98,Single,1991,2003,121,25,33,120,A,Yes
COCOMO,5845,40868,10/09/2014,2014,1.034,E,,,1.021,8,170,10.94,3.45,2.48,Multiple,1995,1999,401,27,0,0,0,Yes
BON EXEMPLE,GBR8933R,40874,31/03/2015,2015,1.023,E,,,0.996,7,200,9.99,3.21,1.9,Multiple,2012,2013,101,25,0,0,0,Yes
AVIVA,GBR4690R,40875,08/04/2015,2015,1.005,E,,,0.985,7,180,9.78,3.48,1.9,Multiple,2007,2013,101,24,38,138,A,Yes
CATCH 22,USA60422,40876,20/02/2015,2015,1.079,E,,,1.072,13,218,14.85,4.31,2.91,Single,1995,1999,121,49,49,135,A,Yes
EXPLORER,HKG2289,40878,02/06/2014,2014,1.087,,,,1.075,14,213,14.99,4.6,2.35,Single+H/W Jib,2010,2010,410,52,0,0,0,Yes
EXODUS,XC45,40879,15/09/2014,2014,1.078,,,,1.054,13,196,13.86,4.31,2.2,Single,2008,2012,416,49,40,113,A,Yes
HEDONIST,HKG2157,40880,02/06/2014,2014,1.031,,,,1.022,10,189,11.99,3.99,2.1,Single+H/W Jib,2010,2012,410,39,38,123,A,Yes
FARMER,TUR3550,40882,11/02/2015,2015,0.913,E,,,0.902,8,299,10.55,3.49,1.94,Single,1984,1986,239,36,0,0,0,Yes
F35 EXPRESS,TUR818,40883,11/03/2015,2015,1.025,E,,,1.002,8,210,10.67,3.64,2.2,Single+H/W Jib,2009,2012,240,32,0,0,0,Yes
EMILY,NED8304,40885,23/03/2015,2015,0.929,,,,0.918,12,347,13.28,3.47,2.06,Multiple,1969,1970,141,44,0,0,0,Yes
CLEZIO,FRA27754,40887,24/04/2015,2015,1.03,,,,1.014,10,203,11.82,3.7,2.4,Single,2011,2012,216,41,44.724,137.734,A,Yes
DENIZHAN,TUR676,40888,26/01/2015,2015,0.968,E,,,0.963,11,197,12.83,3.99,1.8,Single,2004,2006,240,46,0,0,0,Yes
TUSITALA,FRA43528,40892,30/03/2015,2015,0.988,,,,0.971,7,180,9.55,3.25,1.9,Multiple,2009,2011,216,25,0,0,0,Yes
CHARLINE,FRA38966,40893,12/03/2015,2015,1.006,,,,0.988,7,183,9.99,3.39,1.98,Multiple,2010,2013,212,26,39,136,A,Yes
HORIZON,FR38147,40902,02/03/2015,2015,0.862,,,,0.847,6,184,7.65,2.48,1,Multiple,1977,2011,212,14,0,0,0,Yes
ANNIKA,GBR8908R,40904,29/01/2015,2015,0.976,,,,0.965,12,245,13.39,3.97,2,Single+H/W Jib,2001,2007,101,47,55,132,A,Yes
ZEPHYR,GBR2311L,40905,13/04/2015,2015,1.094,E,,,1.075,13,203,13.68,4.2,2.4,Multiple,2007,2009,101,43,51,135,A,Yes
CASTALIA,GBR7657T,40906,02/02/2015,2015,0.989,,,,0.978,8,225,10.95,3.7,2.07,Multiple,1999,2001,101,36,32,122,A,Yes
MORNING GLORY,GER40126,40907,27/01/2015,2014,1.166,E,,,1.139,10,122,12.41,3.96,2.6,Multiple,1996,2007,409,25,39,131,A,Yes
VINO,HI101,40908,19/08/2014,2014,1.245,E,,,1.188,8,91,11.25,3.5,2.8,Multiple,2011,2012,401,21,0,0,0,Yes
X-TREM,FRA43543,40909,18/02/2015,2015,1.017,,,,0.999,7,198,9.99,3.21,1.9,Multiple,2012,2012,217,25,0,0,0,Yes
BREEZE,GBR1866N,40910,07/04/2015,2015,0.967,,,,0.953,10,256,11.96,3.32,1.77,Multiple,1963,1963,101,36,0,0,0,Yes
ODISEA,CHI,40918,19/01/2015,2014,1.164,,,,1.148,15,170,15.24,4.27,3,Multiple,2004,2005,511,37,46,123,A,Yes
APHROS,JPN4417,40925,15/01/2015,2015,0.992,E,,,0.974,7,200,9.49,3.24,1.78,Multiple,1992,2012,148,19,0,0,0,Yes
GENAPI,ITA4202,40927,02/03/2015,2015,1.241,,,,1.207,11,80,12.8,3.89,2.6,Multiple,2009,2009,214,24,0,0,0,Yes
A +,FRA9770,40928,03/02/2015,2015,0.983,,,,0.967,7,176,9.55,3.25,1.9,Multiple,2009,2013,212,24,0,0,0,Yes
MARY,FRA43510,40931,19/03/2015,2015,1.001,,,,0.984,7,185,9.99,3.39,1.98,Multiple,2010,2012,212,27,39,136,A,Yes
BOMPOI,FRA43502,40934,21/04/2015,2015,1.082,,Dayboat,,1.061,7,100,9.96,2.7,2.16,Single,2010,2012,212,11,0,0,0,Yes
BOTTES SECRETES,FRA43538,40935,21/04/2015,2015,1.082,,Dayboat,,1.061,7,100,9.96,2.7,2.16,Single,2010,2012,212,11,0,0,0,Yes
BLACK SOUL,FRA43539,40936,21/04/2015,2015,1.082,,Dayboat,,1.061,7,100,9.96,2.7,2.16,Single,2010,2012,212,11,0,0,0,Yes
SLOUGHI,FRA34541,40937,20/03/2015,2015,1.06,,,,1.043,10,195,11.92,3.75,2.4,Multiple,1997,2005,217,31,36,126,A,Yes
TIPSY EASY,HKG2250,40938,07/07/2014,2014,1.127,,,,1.113,14,175,14.98,4.37,2.82,Multiple,2006,2007,410,43,49,129,A,Yes
CHICCA,ITA394,40941,23/03/2015,2015,0.887,E,,,0.878,5,196,7.32,2.72,1.25,Multiple,1977,2013,220,12,0,0,0,Yes
CROIX DU SUD,C40 64,40942,07/04/2015,2015,1.276,,,,1.219,10,81,12.18,4.49,3,Multiple,2007,2007,140,18,0,0,0,Yes
SHEN MA,CHN55052,40943,12/03/2015,2015,1.07,,,,1.057,15,163,15.73,4.77,2.28,Single,2010,2012,208,53,0,0,0,Yes
KAYA,JPN5132,40945,02/04/2015,2015,1.052,E,,,1.036,8,186,10.61,3.27,2.15,Multiple,2005,2015,148,23,33,123,A,Yes
BOREAS,TUR1291,40947,14/01/2015,2015,1.164,E,,,1.138,10,129,12.42,3.97,2.6,Multiple,1996,2000,240,25,0,0,0,Yes
OBSESSION,M45,40950,30/09/2014,2014,1.135,E,,,1.108,10,178,12.45,3.75,2.63,Multiple,2006,2009,407,30,0,0,0,Yes
CONUNDRUM,IRL3503,40952,03/02/2015,2015,0.961,E,,,0.954,8,204,10.59,3.55,1.95,Single,2007,2008,118,38,0,0,0,Yes
ANDRASTA,GBR917R,40953,09/02/2015,2015,1.167,E,,,1.131,10,117,11.97,4.02,2.48,Multiple,2013,2013,104,27,40,135,A,Yes
SWITCH,61,40959,27/01/2015,2015,0.987,E,,,0.958,7,182,9.14,3.05,1.79,Multiple,1992,1993,127,17,31,129,B,Yes
BABAUX,ITA42X35,40963,21/04/2015,2015,1.052,E,,,1.037,8,186,10.61,3.27,2.15,Multiple,2005,2013,220,23,33,123,A,Yes
FARRMARMO,ITA252,40964,29/01/2015,2015,1.16,,,,1.139,10,126,12.41,3.96,2.6,Multiple,1996,2007,220,25,39,131,A,Yes
SORCIER NOIR,BEL1491,40970,16/04/2015,2015,0.974,E,,,0.962,6,196,8.62,2.62,1.76,Multiple,2013,2013,215,17,0,0,0,Yes
COCODY,FRA43515,40973,25/03/2015,2015,1.006,,,,0.989,7,185,9.99,3.39,1.98,Multiple,2010,2013,212,26,39,136,A,Yes
CHACASTAL 3,FRA38731,40974,23/03/2015,2015,1.009,,,,0.992,7,208,9.46,3.2,1.96,Multiple,2013,2013,212,23,0,0,0,Yes
GLEN ELLEN VEINTIDOS,ESP022,40976,30/03/2015,2015,1.219,,,,1.183,10,85,12.32,3.75,2.6,Multiple,2008,2010,214,24,0,0,0,Yes
ALLEGRO,HKG2336,40977,10/02/2015,2014,0.99,,,,0.986,10,191,11.82,3.91,1.95,Single+H/W Jib,2006,2008,410,43,36,119,A,Yes
OYSTERCATCHER XXX,GBR4321R,40979,20/03/2015,2015,1.227,E,,,1.184,11,97,12.6,4.3,2.78,Multiple,2013,2013,104,19,0,0,0,Yes
RUN XIN WANG,CHN55058,40982,16/03/2015,2015,1,E,,,0.995,11,157,12.59,4.13,2.13,Single,2007,2010,207,45,0,0,0,Yes
CHEESE,TUR105,40984,11/03/2015,2015,1.038,E,,,1.014,8,212,10.15,3.32,2.1,Multiple,2011,2013,239,27,0,0,0,Yes
DAZIBAO,HKG2169,40986,02/10/2014,2014,0.97,,Dayboat,,0.944,5,144,6.92,2.25,1.45,Single,2012,2012,410,7,0,0,0,Yes
BEYBLADE,FRA125,40989,12/02/2015,2015,0.89,,Dayboat,,0.876,6,189,8.18,1.91,1.3,Multiple,1968,1975,214,8,0,0,0,Yes
PINCER MOVEMENT,GBR958R,40991,13/02/2015,2015,1.008,E,,,0.99,7,183,9.99,3.39,1.98,Multiple,2010,2011,101,26,39,136,A,Yes
BOOMERANG,JPN5131,40993,12/03/2015,2015,0.983,E,,,0.956,7,182,9.06,3.04,1.79,Multiple,1992,1993,148,17,0,0,0,Yes
SUDARENO,JPN6356,40995,25/03/2015,2015,0.924,,,,0.914,7,281,9.86,3.15,1.72,Single,2002,2007,148,35,0,0,0,Yes
FLEUR DE LIS VII,JPN1545,40997,10/04/2015,2015,1.01,E,,,0.998,7,171,9.47,3.24,1.98,Multiple,1999,2005,148,19,0,0,0,Yes
TOPAZ,F901,40998,03/06/2014,2014,0.923,E,,,0.893,8,214,10.33,3.07,1.7,Multiple,1981,1997,405,34,0,0,0,Yes
PAX 3,310,40999,08/04/2015,2015,1.018,,,,0.997,8,194,10.74,3.51,2.1,Multiple,2001,2002,121,29,33,121,A,Yes
CIRRUS,GBR3229L,41000,13/02/2015,2015,0.79,,,,0.781,4,265,6,2.21,1.17,Multiple,1979,1980,104,11,0,0,0,Yes
FLUKE,FRA9778,41001,10/04/2015,2015,0.994,,,,0.979,7,174,9.78,3.48,1.9,Multiple,2007,2010,101,24,38,138,A,Yes
TYBAULID,FRA38967,41002,16/03/2015,2015,1.008,,,,0.99,7,174,9.99,3.39,1.98,Multiple,2010,2012,212,25,0,0,0,Yes
LIANNET,HKG2368,41010,03/03/2015,2014,1.078,,,,1.063,12,136,13.5,4.5,1.75,Multiple,2011,2012,412,40,0,0,0,Yes
PRINCIPESSA,GBR2186L,41014,02/04/2015,2015,1.069,,,,1.055,11,179,12.92,3.92,2.3,Multiple,2005,2007,104,40,52,127,A,Yes
DOG TIRED,GBR8252N,41015,29/01/2015,2015,0.823,E,,,0.815,5,265,6.55,2.59,1.35,Multiple,1976,1990,101,15,0,0,0,Yes
CARIOCA 1,BRA2432,41022,04/02/2015,2015,1.234,,,,1.195,10,79,12.32,3.75,2.6,Multiple,2008,2013,244,24,0,0,0,Yes
VESPER IV,BRA2447,41023,04/02/2015,2015,1.234,,,,1.195,10,79,12.32,3.75,2.6,Multiple,2008,2013,244,24,0,0,0,Yes
SARAVAH,BRA2275,41025,03/03/2015,2015,1.191,,,,1.172,16,118,16.58,4.59,2.57,Multiple,2003,2004,244,41,0,0,0,Yes
TAI TAI,GBR9379R,41026,22/01/2015,2015,0.977,,,,0.971,8,181,10.94,3.74,1.95,Single+H/W Jib,2011,2012,101,40,0,0,0,Yes
BELLA OF LONDON,GBR8750R,41027,19/01/2015,2015,1.086,,,,1.068,14,170,14.9,4.53,2.35,Single+H/W Jib,2003,2005,101,51,43,112,A,Yes
POGO VENTO,FRA43552,41028,29/01/2015,2015,1.029,,,,1.001,7,131,9.14,3.7,2.5,Multiple,2013,2013,212,14,0,0,0,Yes
LIBERTE,FRA38846,41035,16/02/2015,2015,1.012,,,,0.997,10,207,11.9,3.83,2.05,Multiple,2001,2006,214,40,0,0,0,Yes
OASIS,JPN6644,41047,16/02/2015,2015,1.014,,,,1,10,268,12.26,3.93,2.5,Single,1992,2004,148,42,0,0,0,Yes
MIRAGEM,BRA2305,41056,27/01/2015,2015,1.106,,,,1.092,11,179,12.7,3.85,2.6,Multiple,2005,2007,244,32,0,0,0,Yes
ODYSSEY OF FREMANTLE,F133,41063,09/06/2014,2014,0.932,E,,,0.932,10,338,11.76,3.6,2.01,Multiple,1971,1984,405,43,0,0,0,Yes
FARRFARA,FIN13131,41067,21/01/2015,2015,1.167,E,,,1.139,10,128,12.42,3.97,2.6,Multiple,1996,1998,239,25,39,131,A,Yes
ACADIA 3,TUR3131,41074,16/04/2015,2015,1.081,E,,,1.061,10,186,12.24,3.89,2.48,Multiple,2008,2013,240,35,0,0,0,Yes
CARIOCA 25,BRA2434,41076,04/02/2015,2015,1.234,,,,1.195,10,79,12.32,3.75,2.6,Multiple,2008,2013,244,24,0,0,0,Yes
STARBOARD JR,JPN5520,41078,16/02/2015,2015,1.083,E,,,1.063,8,162,10.85,3.14,2.37,Multiple,1995,1996,148,20,0,0,0,Yes
MAGIC CARPET 3,GBR1001R,41081,23/04/2015,2015,1.748,E,,,1.695,29,61,30.48,7.2,6.19,Multiple,2013,2013,217,66,0,0,0,Yes
TIGA,F132,41084,03/06/2014,2014,0.867,E,,,0.853,8,379,11.23,3.1,1.5,Single+H/W Jib,1947,1982,405,38,0,0,0,Yes
CHOSI VI,GER4187,41090,07/04/2015,2015,1.02,,,,1.006,8,204,10.82,3.65,2.11,Multiple,1983,1988,140,24,34,124,A,Yes
BRITISH SOLDIER,GBR8191R,41100,13/03/2015,2015,1.098,E,,,1.07,8,129,11.15,3.3,2.21,Multiple,2010,2013,101,23,34,140,A,Yes
GIUMAT + 2,ITA14329,41108,23/04/2015,2015,1.138,,,,1.122,13,172,13.73,4.15,2.5,Multiple,2001,2003,220,33,0,0,0,Yes
SAND CRAB'S DISCO,R211,41112,16/04/2015,2014,0.954,E,,,0.939,10,280,11.85,3.85,1.97,Single+H/W Jib,1986,1988,405,42,0,0,0,Yes
TEELIA BELL,KB5,41114,20/02/2015,2014,1.06,E,,,1.043,12,197,13.41,4.37,2.33,Multiple,2008,2010,405,45,36,117,A,Yes
NILGUN,TUR3458,41118,14/01/2015,2015,1.035,E,,,1.028,13,166,14.73,4.49,2.35,Single,2004,2008,240,53,0,0,0,Yes
ISLAND BREEZE,TUR11103,41119,04/02/2015,2015,1.08,E,,,1.05,10,148,11.99,4.23,2.15,Multiple,2010,2010,239,38,0,0,0,Yes
GAIA,JPN210,41122,30/01/2015,2015,1.169,E,Dayboat,,1.115,7,101,9.68,2.99,2.09,Multiple,2005,2015,148,13,0,0,0,Yes
QI HAI HAO,CHN55055,41124,16/03/2015,2015,0.987,,,,0.973,8,181,10.94,3.74,1.95,Single,2011,2012,208,39,0,0,0,Yes
MATENROW,JPN6012,41125,22/01/2015,2015,1.032,,,,1.021,7,174,9.99,3.31,2.11,Multiple,2001,2002,148,20,0,0,0,Yes
BLAU,JPN4404,41129,11/03/2015,2015,1.026,E,,,1.005,7,182,9.97,3.38,2.03,Multiple,1996,1998,148,20,0,0,0,Yes
APHRODITE,JPN3373,41130,30/01/2015,2015,1.003,,,,0.991,7,193,10.06,3.3,2.15,Multiple,1994,2003,148,22,0,0,0,Yes
MX,TUR,41131,06/02/2015,2015,1.004,E,,,0.989,8,209,10.68,3.45,2.2,Single,2001,2002,240,33,34,126,A,Yes
